起报时间,预报时间,实际功率 (MW),PureLSTM预测功率 (MW),FusionModel预测功率 (MW),BiFusionModel预测功率 (MW)
2019/2/26,2019/2/27 10:00,0,0.028637026,-0.10488659,0.10232251
2019/2/26,2019/2/27 10:15,0,0.018360004,-0.13741061,0.110532954
2019/2/26,2019/2/27 10:30,0,0.024055704,-0.14036879,0.04685624
2019/2/26,2019/2/27 10:45,0,0.035883773,-0.10216658,0.057851624
2019/2/26,2019/2/27 11:00,0,0.05539263,-0.11267233,0.07877752
2019/2/26,2019/2/27 11:15,0,0.0350349,-0.0819845,0.05860618
2019/2/26,2019/2/27 11:30,0,0.022644442,-0.067599416,0.047393195
2019/2/26,2019/2/27 11:45,0,0.02084228,-0.073534,0.040405072
2019/2/26,2019/2/27 12:00,0,0.031266175,-0.052505642,0.000802914
2019/2/26,2019/2/27 12:15,0,0.016842917,-0.053737994,0.003303026
2019/2/26,2019/2/27 12:30,0,0.009131447,-0.03967605,-0.007306146
2019/2/26,2019/2/27 12:45,0,-0.008233614,-0.029058892,-0.004968372
2019/2/26,2019/2/27 13:00,0,-0.029497087,-0.034070507,-0.03441623
2019/2/26,2019/2/27 13:15,0,-0.022773758,-0.022833645,-0.059918225
2019/2/26,2019/2/27 13:30,0,-0.034647018,-0.035430767,-0.07435383
2019/2/26,2019/2/27 13:45,0,-0.005603463,-0.030270323,-0.089949265
2019/2/26,2019/2/27 14:00,0,-0.015937258,-0.03286901,-0.13979906
2019/2/26,2019/2/27 14:15,0,-0.002805304,-0.012524754,-0.08575916
2019/2/26,2019/2/27 14:30,0,0.028832749,-0.007017553,-0.09039913
2019/2/26,2019/2/27 14:45,0,0.046387587,-0.008974403,-0.118354246
2019/2/26,2019/2/27 15:00,0,0.057618037,-0.016224116,-0.10647157
2019/2/26,2019/2/27 15:15,0,0.077131964,-0.024134353,-0.10493493
2019/2/26,2019/2/27 15:30,0,0.07699188,-0.014839724,-0.17202806
2019/2/26,2019/2/27 15:45,0,0.07093492,-0.018385448,-0.11557544
2019/2/26,2019/2/27 16:00,0,0.044145167,-0.031936824,-0.13098863
2019/2/26,2019/2/27 16:15,0,0.026202738,-0.034636334,-0.13169861
2019/2/26,2019/2/27 16:30,0,0.00874345,-0.05592674,-0.06666517
2019/2/26,2019/2/27 16:45,0,-0.018067934,-0.024464011,-0.058842644
2019/2/26,2019/2/27 17:00,0,-0.042027727,-0.02292066,-0.055592
2019/2/26,2019/2/27 17:15,0,-0.049470887,-0.029595941,-0.003067836
2019/2/26,2019/2/27 17:30,0,-0.043474816,-0.04192362,0.017430793
2019/2/26,2019/2/27 17:45,0,-0.04235305,-0.014212266,0.06685141
2019/2/26,2019/2/27 18:00,0,-0.03448105,-0.041508295,0.041918315
2019/2/26,2019/2/27 18:15,0,-0.028340004,-0.03801264,0.04554807
2019/2/26,2019/2/27 18:30,0,-0.000114731,-0.042224243,0.08516972
2019/2/26,2019/2/27 18:45,0,-0.002082452,-0.042482026,0.11914519
2019/2/26,2019/2/27 19:00,0,0.009917848,-0.03882522,0.11765693
2019/2/26,2019/2/27 19:15,0,0.027086617,-0.028591383,0.081233546
2019/2/26,2019/2/27 19:30,0,0.023799457,-0.037791006,0.13438483
2019/2/26,2019/2/27 19:45,0,0.029218815,-0.054878253,0.11078912
2019/2/26,2019/2/27 20:00,0,0.024489252,-0.07904799,0.1094514
2019/2/26,2019/2/27 20:15,0,0.023879357,-0.06875548,0.1636864
2019/2/26,2019/2/27 20:30,0,0.0191597,-0.080503345,0.19601527
2019/2/26,2019/2/27 20:45,0,0.021926902,-0.04876162,0.19880033
2019/2/26,2019/2/27 21:00,0.003516,0.032139156,-0.006555723,0.24678332
2019/2/26,2019/2/27 21:15,0,0.092936195,0.045215454,0.28787136
2019/2/26,2019/2/27 21:30,0.196875,0.16190359,0.105304435,0.33912063
2019/2/26,2019/2/27 21:45,0.319922,0.25117946,0.18528399,0.42238823
2019/2/26,2019/2/27 22:00,0.341016,0.3683866,0.28986308,0.43190536
2019/2/26,2019/2/27 22:15,0.551953,0.515547,0.4136725,0.48686725
2019/2/26,2019/2/27 22:30,0.566016,0.6747989,0.59586024,0.509043
2019/2/26,2019/2/27 22:45,0.73125,0.86442,0.7733293,0.554743
2019/2/26,2019/2/27 23:00,0.935156,1.0766829,1.0003862,0.61923
2019/2/26,2019/2/27 23:15,1.873828,1.3114526,1.1982722,0.676461
2019/2/26,2019/2/27 23:30,1.226953,1.5380183,1.4378294,0.7563673
2019/2/26,2019/2/27 23:45,1.466016,1.7801124,1.6849205,0.91366804
2019/2/27,2019/2/28 0:00,2.478516,1.8238522,2.3947098,2.3967953
2019/2/27,2019/2/28 0:15,2.657812,1.9333375,2.5844307,2.5875678
2019/2/27,2019/2/28 0:30,2.844141,2.0388482,2.7421503,2.760773
2019/2/27,2019/2/28 0:45,3.121875,2.1323538,2.9162652,2.8410401
2019/2/27,2019/2/28 1:00,3.287109,2.2599564,3.0619385,2.8651538
2019/2/27,2019/2/28 1:15,2.309766,2.3814864,3.1681104,2.8363333
2019/2/27,2019/2/28 1:30,3.427734,2.4777603,3.2620053,2.847702
2019/2/27,2019/2/28 1:45,2.211328,2.5675068,3.3141735,2.7122638
2019/2/27,2019/2/28 2:00,3.469922,2.626234,3.3540804,2.6316938
2019/2/27,2019/2/28 2:15,3.15,2.6998174,3.406041,2.4706717
2019/2/27,2019/2/28 2:30,3.410156,2.7668455,3.4130657,2.3193805
2019/2/27,2019/2/28 2:45,4.151953,2.7853181,3.4277892,2.1228971
2019/2/27,2019/2/28 3:00,3.670312,2.8755453,3.4604712,2.0077157
2019/2/27,2019/2/28 3:15,3.596484,2.9154246,3.4251513,1.8732811
2019/2/27,2019/2/28 3:30,3.723047,2.9587595,3.4084857,1.7402265
2019/2/27,2019/2/28 3:45,2.580469,2.9909396,3.4313276,1.5702094
2019/2/27,2019/2/28 4:00,2.696484,2.966799,3.4220793,1.4545097
2019/2/27,2019/2/28 4:15,4.310156,2.9718363,3.4172382,1.3701274
2019/2/27,2019/2/28 4:30,2.844141,2.9680068,3.346856,1.2905675
2019/2/27,2019/2/28 4:45,3.483984,2.9480631,3.23212,1.2069727
2019/2/27,2019/2/28 5:00,3.596484,2.8890476,3.1703603,1.115217
2019/2/27,2019/2/28 5:15,3.336328,2.761274,3.032053,1.1033286
2019/2/27,2019/2/28 5:30,3.367969,2.6015117,2.8779347,1.0315145
2019/2/27,2019/2/28 5:45,3.026953,2.4890082,2.791379,0.9488857
2019/2/27,2019/2/28 6:00,3.055078,2.271695,2.5759706,0.94710124
2019/2/27,2019/2/28 6:15,2.896875,2.0594907,2.3176768,0.8662532
2019/2/27,2019/2/28 6:30,2.735156,1.8432791,2.1089756,0.79004616
2019/2/27,2019/2/28 6:45,2.376562,1.6019813,1.8636034,0.69026446
2019/2/27,2019/2/28 7:00,1.701562,1.3799722,1.6413046,0.6688159
2019/2/27,2019/2/28 7:15,2.288672,1.1507094,1.3663397,0.62440616
2019/2/27,2019/2/28 7:30,2.014453,0.9152798,1.1574662,0.5367129
2019/2/27,2019/2/28 7:45,0.667969,0.73785686,0.9234694,0.49278742
2019/2/27,2019/2/28 8:00,0.569531,0.53395617,0.7055708,0.41711956
2019/2/27,2019/2/28 8:15,0.569531,0.38186392,0.5214403,0.4010895
2019/2/27,2019/2/28 8:30,0.492188,0.28129578,0.34271523,0.30405182
2019/2/27,2019/2/28 8:45,0.428906,0.19183135,0.22327855,0.2862816
2019/2/27,2019/2/28 9:00,0.158203,0.10189637,0.09685287,0.19408815
2019/2/27,2019/2/28 9:15,0.035156,0.07278277,0.058109604,0.18166852
2019/2/27,2019/2/28 9:30,0,0.06292709,-0.019528398,0.16050293
2019/2/27,2019/2/28 9:45,0,0.03995176,-0.07707271,0.03925232
2019/2/27,2019/2/28 10:00,0,0.04381534,-0.121394694,0.049738348
2019/2/27,2019/2/28 10:15,0,0.044976458,-0.13166675,0.058634896
2019/2/27,2019/2/28 10:30,0,0.047576446,-0.12944274,-0.014088608
2019/2/27,2019/2/28 10:45,0,0.055337008,-0.09051047,0.000292469
2019/2/27,2019/2/28 11:00,0,0.06698229,-0.09915654,0.02545435
2019/2/27,2019/2/28 11:15,0,0.038383495,-0.07553113,0.016965182
2019/2/27,2019/2/28 11:30,0,0.022360843,-0.061750025,0.019132372
2019/2/27,2019/2/28 11:45,0,0.015497118,-0.074736625,0.011423603
2019/2/27,2019/2/28 12:00,0,0.019429617,-0.05174759,-0.016078949
2019/2/27,2019/2/28 12:15,0,0.006943822,-0.051232625,-0.018909544
2019/2/27,2019/2/28 12:30,0,0.000976443,-0.0338925,-0.012650339
2019/2/27,2019/2/28 12:45,0,-0.014443636,-0.037953455,-0.020268504
2019/2/27,2019/2/28 13:00,0,-0.026625186,-0.048110753,-0.038407277
2019/2/27,2019/2/28 13:15,0,-0.014576793,-0.029950231,-0.060514852
2019/2/27,2019/2/28 13:30,0,-0.017675832,-0.044257723,-0.06166081
2019/2/27,2019/2/28 13:45,0,0.015993223,-0.03775814,-0.07971835
2019/2/27,2019/2/28 14:00,0,0.014199216,-0.04143609,-0.13395208
2019/2/27,2019/2/28 14:15,0,0.031242782,-0.022697628,-0.07998532
2019/2/27,2019/2/28 14:30,0,0.05851777,-0.027199835,-0.10633591
2019/2/27,2019/2/28 14:45,0,0.072983086,-0.02123569,-0.14972267
2019/2/27,2019/2/28 15:00,0,0.07992634,-0.03371142,-0.13148655
2019/2/27,2019/2/28 15:15,0,0.093232684,-0.04580383,-0.13944122
2019/2/27,2019/2/28 15:30,0,0.08624719,-0.035259172,-0.20972806
2019/2/27,2019/2/28 15:45,0,0.07227653,-0.04167127,-0.16330841
2019/2/27,2019/2/28 16:00,0,0.038944654,-0.062282637,-0.17544706
2019/2/27,2019/2/28 16:15,0,0.01461035,-0.059664607,-0.1847724
2019/2/27,2019/2/28 16:30,0,-0.01197426,-0.072249666,-0.11059192
2019/2/27,2019/2/28 16:45,0,-0.041272126,-0.062347695,-0.10809906
2019/2/27,2019/2/28 17:00,0,-0.06974219,-0.058221973,-0.09427689
2019/2/27,2019/2/28 17:15,0,-0.07701307,-0.057426624,-0.038529046
2019/2/27,2019/2/28 17:30,0,-0.0704271,-0.06612441,-0.013531573
2019/2/27,2019/2/28 17:45,0,-0.06971069,-0.049717538,0.042026445
2019/2/27,2019/2/28 18:00,0,-0.059280634,-0.06404945,0.020153418
2019/2/27,2019/2/28 18:15,0,-0.04653956,-0.061051056,0.04557904
2019/2/27,2019/2/28 18:30,0,-0.018038869,-0.06280917,0.09708841
2019/2/27,2019/2/28 18:45,0,-0.018502504,-0.06924432,0.14308006
2019/2/27,2019/2/28 19:00,0,-0.005414993,-0.066371575,0.15839937
2019/2/27,2019/2/28 19:15,0,0.015278548,-0.06336015,0.12241227
2019/2/27,2019/2/28 19:30,0,0.02257397,-0.071851954,0.19314559
2019/2/27,2019/2/28 19:45,0,0.037073277,-0.07928637,0.1817147
2019/2/27,2019/2/28 20:00,0,0.03701228,-0.08926058,0.18586363
2019/2/27,2019/2/28 20:15,0,0.043121263,-0.047604647,0.2499262
2019/2/27,2019/2/28 20:30,0,0.04248112,-0.038811103,0.27040654
2019/2/27,2019/2/28 20:45,0.003516,0.0544778,0.014014566,0.28414387
2019/2/27,2019/2/28 21:00,0,0.075792834,0.08914034,0.3406791
2019/2/27,2019/2/28 21:15,0.196875,0.15122773,0.18199302,0.38138783
2019/2/27,2019/2/28 21:30,0.319922,0.23358507,0.2804075,0.4351011
2019/2/27,2019/2/28 21:45,0.341016,0.33994958,0.40411752,0.52420354
2019/2/27,2019/2/28 22:00,0.551953,0.465597,0.5442897,0.5275278
2019/2/27,2019/2/28 22:15,0.566016,0.63747835,0.7102471,0.5878946
2019/2/27,2019/2/28 22:30,0.73125,0.80924547,0.91115874,0.61598474
2019/2/27,2019/2/28 22:45,0.935156,1.0041097,1.0980438,0.6513457
2019/2/27,2019/2/28 23:00,1.873828,1.2269702,1.3425624,0.70473
2019/2/27,2019/2/28 23:15,1.226953,1.4653796,1.5348016,0.75160944
2019/2/27,2019/2/28 23:30,1.466016,1.6905504,1.7606634,0.82396317
2019/2/27,2019/2/28 23:45,1.750781,1.9290849,1.9846588,0.9794539
2019/2/28,2019/3/1 0:00,2.657812,2.0061307,2.5660353,2.543802
2019/2/28,2019/3/1 0:15,2.844141,2.115544,2.725737,2.6965988
2019/2/28,2019/3/1 0:30,3.121875,2.216617,2.8572865,2.8446894
2019/2/28,2019/3/1 0:45,3.287109,2.3206284,3.000323,2.8930972
2019/2/28,2019/3/1 1:00,2.309766,2.4572434,3.110974,2.895064
2019/2/28,2019/3/1 1:15,3.427734,2.5768802,3.1921184,2.8405936
2019/2/28,2019/3/1 1:30,2.211328,2.673198,3.2465053,2.8433673
2019/2/28,2019/3/1 1:45,3.469922,2.7549767,3.2645037,2.6916087
2019/2/28,2019/3/1 2:00,3.15,2.8107314,3.2865493,2.6208415
2019/2/28,2019/3/1 2:15,3.410156,2.872467,3.3180883,2.465462
2019/2/28,2019/3/1 2:30,4.151953,2.925692,3.308836,2.3164039
2019/2/28,2019/3/1 2:45,3.670312,2.9298906,3.3146882,2.1127777
2019/2/28,2019/3/1 3:00,3.596484,3.000652,3.3451917,2.0111198
2019/2/28,2019/3/1 3:15,3.723047,3.0145552,3.3087358,1.8814946
2019/2/28,2019/3/1 3:30,2.580469,3.0341454,3.2872508,1.7411338
2019/2/28,2019/3/1 3:45,2.696484,3.0287354,3.3062243,1.5738634
2019/2/28,2019/3/1 4:00,4.310156,2.9676576,3.2866905,1.449041
2019/2/28,2019/3/1 4:15,2.844141,2.9265895,3.2705336,1.3554655
2019/2/28,2019/3/1 4:30,3.483984,2.8739977,3.19325,1.2775109
2019/2/28,2019/3/1 4:45,3.596484,2.7978017,3.0663605,1.1754524
2019/2/28,2019/3/1 5:00,3.336328,2.6846037,2.9899788,1.0746788
2019/2/28,2019/3/1 5:15,3.367969,2.506655,2.8343596,1.0474735
2019/2/28,2019/3/1 5:30,3.026953,2.2990024,2.6599047,0.9742823
2019/2/28,2019/3/1 5:45,3.055078,2.1475043,2.5530975,0.8688474
2019/2/28,2019/3/1 6:00,2.896875,1.8939514,2.3171754,0.871757
2019/2/28,2019/3/1 6:15,2.735156,1.6651634,2.0525541,0.7792737
2019/2/28,2019/3/1 6:30,2.376562,1.4377489,1.8250737,0.69721675
2019/2/28,2019/3/1 6:45,1.701562,1.1952271,1.577896,0.59719425
2019/2/28,2019/3/1 7:00,2.288672,0.9904477,1.3594124,0.5717253
2019/2/28,2019/3/1 7:15,2.014453,0.783943,1.0975945,0.5381616
2019/2/28,2019/3/1 7:30,0.667969,0.58575314,0.902184,0.45309576
2019/2/28,2019/3/1 7:45,0.569531,0.44934753,0.69160956,0.41087946
2019/2/28,2019/3/1 8:00,0.569531,0.29787642,0.49944788,0.3511502
2019/2/28,2019/3/1 8:15,0.492188,0.19012088,0.34923646,0.34489214
2019/2/28,2019/3/1 8:30,0.428906,0.14089166,0.20357826,0.25457066
2019/2/28,2019/3/1 8:45,0.158203,0.097225346,0.12154736,0.23987378
2019/2/28,2019/3/1 9:00,0.035156,0.04744685,0.02431922,0.15197171
2019/2/28,2019/3/1 9:15,0,0.04721465,0.013924778,0.13841185
2019/2/28,2019/3/1 9:30,0,0.055266462,-0.043422654,0.118114546
2019/2/28,2019/3/1 9:45,0,0.045623474,-0.077538446,-0.006822163
2019/2/28,2019/3/1 10:00,0,0.053337652,-0.109139174,-0.001345696
2019/2/28,2019/3/1 10:15,0,0.05592525,-0.10254548,0.006422623
2019/2/28,2019/3/1 10:30,0,0.05314144,-0.0964278,-0.060233314
2019/2/28,2019/3/1 10:45,0,0.05636698,-0.05728066,-0.034561735
2019/2/28,2019/3/1 11:00,0,0.061197393,-0.06555118,-0.005683366
2019/2/28,2019/3/1 11:15,0,0.02833467,-0.040536016,-0.00941684
2019/2/28,2019/3/1 11:30,0,0.013897445,-0.035745457,0.001608361
2019/2/28,2019/3/1 11:45,0,0.007958874,-0.04807955,0.000970136
2019/2/28,2019/3/1 12:00,0,0.010406494,-0.028889582,-0.013376351
2019/2/28,2019/3/1 12:15,0,0.003452689,-0.03082386,-0.009510271
2019/2/28,2019/3/1 12:30,0,0.000801474,-0.01711012,0.00276017
2019/2/28,2019/3/1 12:45,0,-0.011710703,-0.02713203,-0.003947474
2019/2/28,2019/3/1 13:00,0,-0.017466426,-0.03801863,-0.006389082
2019/2/28,2019/3/1 13:15,0,-0.004817277,-0.021990858,-0.02369623
2019/2/28,2019/3/1 13:30,0,-0.003936663,-0.036998026,-0.022037914
2019/2/28,2019/3/1 13:45,0,0.028818965,-0.038220674,-0.039439194
2019/2/28,2019/3/1 14:00,0,0.031061368,-0.034458697,-0.09253526
2019/2/28,2019/3/1 14:15,0,0.046616055,-0.016452864,-0.045801777
2019/2/28,2019/3/1 14:30,0,0.067508616,-0.020862103,-0.08580479
2019/2/28,2019/3/1 14:45,0,0.079479836,-0.0192049,-0.1391925
2019/2/28,2019/3/1 15:00,0,0.08157601,-0.030883536,-0.12908645
2019/2/28,2019/3/1 15:15,0,0.09357748,-0.036826953,-0.14612591
2019/2/28,2019/3/1 15:30,0,0.08411902,-0.022598729,-0.22069055
2019/2/28,2019/3/1 15:45,0,0.06796158,-0.032062806,-0.18854669
2019/2/28,2019/3/1 16:00,0,0.03129282,-0.04936047,-0.1986805
2019/2/28,2019/3/1 16:15,0,0.005777545,-0.04148844,-0.21495357
2019/2/28,2019/3/1 16:30,0,-0.02515465,-0.04853967,-0.14333731
2019/2/28,2019/3/1 16:45,0,-0.05094991,-0.04874675,-0.13680221
2019/2/28,2019/3/1 17:00,0,-0.08129829,-0.046225823,-0.11468218
2019/2/28,2019/3/1 17:15,0,-0.08767157,-0.042489916,-0.060128637
2019/2/28,2019/3/1 17:30,0,-0.08126148,-0.04698533,-0.03153374
2019/2/28,2019/3/1 17:45,0,-0.08177216,-0.041247167,0.031213345
2019/2/28,2019/3/1 18:00,0,-0.07206425,-0.04658709,0.014300052
2019/2/28,2019/3/1 18:15,0,-0.055878505,-0.044835553,0.054044574
2019/2/28,2019/3/1 18:30,0,-0.032198735,-0.05091229,0.11722736
2019/2/28,2019/3/1 18:45,0,-0.034288943,-0.050146587,0.16085395
2019/2/28,2019/3/1 19:00,0,-0.024428658,-0.051632747,0.19615182
2019/2/28,2019/3/1 19:15,0,-0.003989339,-0.046986964,0.15534417
2019/2/28,2019/3/1 19:30,0,0.010305971,-0.051245533,0.2463469
2019/2/28,2019/3/1 19:45,0,0.032030575,-0.05183958,0.2393242
2019/2/28,2019/3/1 20:00,0,0.04075592,-0.04540998,0.25662035
2019/2/28,2019/3/1 20:15,0,0.056889553,0.008032586,0.32990637
2019/2/28,2019/3/1 20:30,0.003516,0.06609779,0.03767346,0.34649393
2019/2/28,2019/3/1 20:45,0,0.09273393,0.11091978,0.37094918
2019/2/28,2019/3/1 21:00,0.196875,0.13035294,0.20930073,0.4331504
2019/2/28,2019/3/1 21:15,0.319922,0.22222403,0.32436538,0.4793985
2019/2/28,2019/3/1 21:30,0.341016,0.32020256,0.45281804,0.5376096
2019/2/28,2019/3/1 21:45,0.551953,0.44356996,0.5965517,0.62816155
2019/2/28,2019/3/1 22:00,0.566016,0.57624096,0.7604668,0.6288507
2019/2/28,2019/3/1 22:15,0.73125,0.7609253,0.94426596,0.69455975
2019/2/28,2019/3/1 22:30,0.935156,0.9379981,1.1528907,0.7346695
2019/2/28,2019/3/1 22:45,1.873828,1.1304694,1.3422006,0.75703484
2019/2/28,2019/3/1 23:00,1.226953,1.3501099,1.5931414,0.8189949
2019/2/28,2019/3/1 23:15,1.466016,1.5843986,1.7738072,0.85961187
2019/2/28,2019/3/1 23:30,1.750781,1.801321,1.9917517,0.93982404
2019/2/28,2019/3/1 23:45,2.742188,2.0292468,2.1959403,1.1003288
2019/5/25,2019/5/26 0:00,2.844141,2.1682496,2.8563888,2.7772183
2019/5/25,2019/5/26 0:15,3.121875,2.258603,2.9911616,2.8762288
2019/5/25,2019/5/26 0:30,3.287109,2.3345194,3.1121476,2.9790685
2019/5/25,2019/5/26 0:45,2.309766,2.428645,3.239309,2.9819748
2019/5/25,2019/5/26 1:00,3.427734,2.5529907,3.3314257,2.9466136
2019/5/25,2019/5/26 1:15,2.211328,2.657113,3.4008052,2.8574195
2019/5/25,2019/5/26 1:30,3.469922,2.7419684,3.4438827,2.8363814
2019/5/25,2019/5/26 1:45,3.15,2.8114927,3.4390414,2.6661983
2019/5/25,2019/5/26 2:00,3.410156,2.857551,3.4607935,2.6020975
2019/5/25,2019/5/26 2:15,4.151953,2.906943,3.4830644,2.4449546
2019/5/25,2019/5/26 2:30,3.670312,2.949252,3.4822502,2.2975216
2019/5/25,2019/5/26 2:45,3.596484,2.9448886,3.494028,2.0907166
2019/5/25,2019/5/26 3:00,3.723047,3.000279,3.5318263,2.0004125
2019/5/25,2019/5/26 3:15,2.580469,2.994053,3.509882,1.8710645
2019/5/25,2019/5/26 3:30,2.696484,2.9907262,3.5080552,1.7299409
2019/5/25,2019/5/26 3:45,4.310156,2.955274,3.529563,1.5650212
2019/5/25,2019/5/26 4:00,2.844141,2.8653297,3.5185628,1.430788
2019/5/25,2019/5/26 4:15,3.483984,2.7887123,3.493914,1.3265957
2019/5/25,2019/5/26 4:30,3.596484,2.7009065,3.4200099,1.2521737
2019/5/25,2019/5/26 4:45,3.336328,2.5863404,3.2747312,1.1278788
2019/5/25,2019/5/26 5:00,3.367969,2.4341912,3.1852665,1.0198756
2019/5/25,2019/5/26 5:15,3.026953,2.2245727,2.9946167,0.97634745
2019/5/25,2019/5/26 5:30,3.055078,1.9938456,2.7941563,0.8983831
2019/5/25,2019/5/26 5:45,2.896875,1.8251024,2.648513,0.77176744
2019/5/25,2019/5/26 6:00,2.735156,1.5647676,2.3879027,0.77931356
2019/5/25,2019/5/26 6:15,2.376562,1.3400108,2.0904708,0.676036
2019/5/25,2019/5/26 6:30,1.701562,1.1265574,1.8202434,0.59117824
2019/5/25,2019/5/26 6:45,2.288672,0.9095141,1.5426508,0.4921558
2019/5/25,2019/5/26 7:00,2.014453,0.7391564,1.302429,0.46623194
2019/5/25,2019/5/26 7:15,0.667969,0.5702716,1.0203339,0.44540286
2019/5/25,2019/5/26 7:30,0.569531,0.4151029,0.81924546,0.36994755
2019/5/25,2019/5/26 7:45,0.569531,0.3154245,0.60253453,0.33014536
2019/5/25,2019/5/26 8:00,0.492188,0.20542872,0.41425467,0.29353142
2019/5/25,2019/5/26 8:15,0.428906,0.1274749,0.27050284,0.29040784
2019/5/25,2019/5/26 8:30,0.158203,0.107302755,0.13371816,0.21606633
2019/5/25,2019/5/26 8:45,0.035156,0.085413165,0.07710806,0.2069538
2019/5/25,2019/5/26 9:00,0,0.053691246,-0.018903613,0.1266938
2019/5/25,2019/5/26 9:15,0,0.062762514,-0.016554527,0.116808094
2019/5/25,2019/5/26 9:30,0,0.072142005,-0.063001424,0.10059193
2019/5/25,2019/5/26 9:45,0,0.06253843,-0.09409177,-0.021882607
2019/5/25,2019/5/26 10:00,0,0.067163736,-0.12024945,-0.015124708
2019/5/25,2019/5/26 10:15,0,0.063819766,-0.10493196,-0.00466999
2019/5/25,2019/5/26 10:30,0,0.056851078,-0.101009846,-0.06666523
2019/5/25,2019/5/26 10:45,0,0.05574128,-0.058568656,-0.030013222
2019/5/25,2019/5/26 11:00,0,0.055640586,-0.0712225,-0.006657891
2019/5/25,2019/5/26 11:15,0,0.020913735,-0.037026882,-0.013224616
2019/5/25,2019/5/26 11:30,0,0.008127157,-0.047242515,-0.001362851
2019/5/25,2019/5/26 11:45,0,0.003647041,-0.048785493,-0.00747388
2019/5/25,2019/5/26 12:00,0,0.007141642,-0.026983768,-0.015731245
2019/5/25,2019/5/26 12:15,0,0.003873795,-0.027750056,-0.015038213
2019/5/25,2019/5/26 12:30,0,0.004297644,-0.022860948,-0.007459672
2019/5/25,2019/5/26 12:45,0,-0.005235061,-0.03334834,-0.019415103
2019/5/25,2019/5/26 13:00,0,-0.009576112,-0.03905724,-0.018432958
2019/5/25,2019/5/26 13:15,0,0.003576949,-0.014126629,-0.035718724
2019/5/25,2019/5/26 13:30,0,0.003700212,-0.03523072,-0.032919344
2019/5/25,2019/5/26 13:45,0,0.035328515,-0.03439951,-0.045361638
2019/5/25,2019/5/26 14:00,0,0.039132465,-0.026975974,-0.09525089
2019/5/25,2019/5/26 14:15,0,0.05321541,0.000258304,-0.04364224
2019/5/25,2019/5/26 14:30,0,0.0712165,-0.010690331,-0.08437683
2019/5/25,2019/5/26 14:45,0,0.08179477,-0.015472502,-0.13256747
2019/5/25,2019/5/26 15:00,0,0.080158055,-0.025713101,-0.1203545
2019/5/25,2019/5/26 15:15,0,0.093065225,-0.03150527,-0.13597831
2019/5/25,2019/5/26 15:30,0,0.082355514,-0.016231671,-0.20270643
2019/5/25,2019/5/26 15:45,0,0.06616783,-0.03615445,-0.17455697
2019/5/25,2019/5/26 16:00,0,0.026036613,-0.047214344,-0.17787014
2019/5/25,2019/5/26 16:15,0,0.001642413,-0.039513007,-0.19280767
2019/5/25,2019/5/26 16:30,0,-0.031902328,-0.050471023,-0.12937477
2019/5/25,2019/5/26 16:45,0,-0.05306665,-0.045340016,-0.11119042
2019/5/25,2019/5/26 17:00,0,-0.083872244,-0.050481983,-0.089851975
2019/5/25,2019/5/26 17:15,0,-0.08914966,-0.03829313,-0.04427003
2019/5/25,2019/5/26 17:30,0,-0.081811376,-0.045434117,-0.016779222
2019/5/25,2019/5/26 17:45,0,-0.08348785,-0.0400329,0.04901215
2019/5/25,2019/5/26 18:00,0,-0.07187939,-0.043247852,0.025913369
2019/5/25,2019/5/26 18:15,0,-0.05050634,-0.050003298,0.066317774
2019/5/25,2019/5/26 18:30,0,-0.029773138,-0.05626245,0.13145314
2019/5/25,2019/5/26 18:45,0,-0.031239048,-0.05818028,0.15820934
2019/5/25,2019/5/26 19:00,0,-0.023862205,-0.057446808,0.19670123
2019/5/25,2019/5/26 19:15,0,-0.001996495,-0.05276119,0.14748868
2019/5/25,2019/5/26 19:30,0,0.017389864,-0.06311502,0.24183881
2019/5/25,2019/5/26 19:45,0,0.046026856,-0.06399794,0.23941948
2019/5/25,2019/5/26 20:00,0,0.06551542,-0.035049606,0.26802313
2019/5/25,2019/5/26 20:15,0.003516,0.0908535,0.013397377,0.34945872
2019/5/25,2019/5/26 20:30,0,0.111264184,0.057744183,0.3730978
2019/5/25,2019/5/26 20:45,0.196875,0.15286559,0.15151453,0.41460595
2019/5/25,2019/5/26 21:00,0.319922,0.20685373,0.2713518,0.49757144
2019/5/25,2019/5/26 21:15,0.341016,0.31703642,0.41538846,0.55825245
2019/5/25,2019/5/26 21:30,0.551953,0.4309743,0.56853205,0.6347399
2019/5/25,2019/5/26 21:45,0.566016,0.57049954,0.743465,0.74156153
2019/5/25,2019/5/26 22:00,0.73125,0.7145663,0.93081665,0.75572455
2019/5/25,2019/5/26 22:15,0.935156,0.9072635,1.1388955,0.83280236
2019/5/25,2019/5/26 22:30,1.873828,1.0912675,1.3679869,0.8926431
2019/5/25,2019/5/26 22:45,1.226953,1.2845393,1.5754048,0.910165
2019/5/25,2019/5/26 23:00,1.466016,1.500729,1.8337473,0.989128
2019/5/25,2019/5/26 23:15,1.750781,1.7328455,2.0247765,1.0297358
2019/5/25,2019/5/26 23:30,2.742188,1.9433359,2.2452302,1.1166677
2019/5/25,2019/5/26 23:45,2.844141,2.1600766,2.444883,1.2819884
2019/5/26,2019/5/27 0:00,3.121875,2.2749784,3.0465565,2.9168603
2019/5/26,2019/5/27 0:15,3.287109,2.3409374,3.15065,2.9867687
