起报时间,预报时间,实际功率 (MW),PureLSTM预测功率 (MW),FusionModel预测功率 (MW),BiFusionModel预测功率 (MW)
2019/5/26,2019/5/27 0:30,2.309766,2.3878767,3.2601626,3.0642848
2019/5/26,2019/5/27 0:45,3.427734,2.4651093,3.3587894,3.0408955
2019/5/26,2019/5/27 1:00,2.211328,2.568501,3.424749,2.9798434
2019/5/26,2019/5/27 1:15,3.469922,2.6521134,3.47899,2.8730905
2019/5/26,2019/5/27 1:30,3.15,2.7183952,3.4951608,2.8343422
2019/5/26,2019/5/27 1:45,3.410156,2.769621,3.4717727,2.6506913
2019/5/26,2019/5/27 2:00,4.151953,2.799836,3.4735377,2.595927
2019/5/26,2019/5/27 2:15,3.670312,2.8305078,3.483533,2.437311
2019/5/26,2019/5/27 2:30,3.596484,2.8579793,3.475451,2.290588
2019/5/26,2019/5/27 2:45,3.723047,2.8420422,3.4686828,2.0789688
2019/5/26,2019/5/27 3:00,2.580469,2.8787646,3.4947531,1.9973481
2019/5/26,2019/5/27 3:15,2.696484,2.8526511,3.457648,1.8627437
2019/5/26,2019/5/27 3:30,4.310156,2.8273232,3.4391973,1.7189419
2019/5/26,2019/5/27 3:45,2.844141,2.7676713,3.43987,1.5526147
2019/5/26,2019/5/27 4:00,3.483984,2.6563647,3.4122307,1.409475
2019/5/26,2019/5/27 4:15,3.596484,2.5557625,3.3648741,1.294003
2019/5/26,2019/5/27 4:30,3.336328,2.4466045,3.2628794,1.2215863
2019/5/26,2019/5/27 4:45,3.367969,2.3103993,3.0867271,1.0777607
2019/5/26,2019/5/27 5:00,3.026953,2.1385689,2.9674587,0.9639447
2019/5/26,2019/5/27 5:15,3.055078,1.9172618,2.761759,0.9065165
2019/5/26,2019/5/27 5:30,2.896875,1.6846383,2.5399745,0.82441586
2019/5/26,2019/5/27 5:45,2.735156,1.5181999,2.376736,0.6813723
2019/5/26,2019/5/27 6:00,2.376562,1.2691113,2.1094363,0.69213814
2019/5/26,2019/5/27 6:15,1.701562,1.0611465,1.8175137,0.5773414
2019/5/26,2019/5/27 6:30,2.288672,0.87131536,1.5437355,0.49076304
2019/5/26,2019/5/27 6:45,2.014453,0.687374,1.2825292,0.39159375
2019/5/26,2019/5/27 7:00,0.667969,0.55202067,1.0556368,0.3656583
2019/5/26,2019/5/27 7:15,0.569531,0.42010534,0.80603015,0.35280868
2019/5/26,2019/5/27 7:30,0.569531,0.3020594,0.6243133,0.28883478
2019/5/26,2019/5/27 7:45,0.492188,0.23131414,0.4452266,0.24940938
2019/5/26,2019/5/27 8:00,0.428906,0.15380013,0.28556147,0.23727648
2019/5/26,2019/5/27 8:15,0.158203,0.098659575,0.18221912,0.23414478
2019/5/26,2019/5/27 8:30,0.035156,0.09731816,0.07221731,0.17524087
2019/5/26,2019/5/27 8:45,0,0.08948623,0.036954023,0.17269392
2019/5/26,2019/5/27 9:00,0,0.06921549,-0.029667445,0.10036015
2019/5/26,2019/5/27 9:15,0,0.08254189,-0.01587084,0.09780755
2019/5/26,2019/5/27 9:30,0,0.09103021,-0.0396413,0.08770068
2019/5/26,2019/5/27 9:45,0,0.079548925,-0.06908794,-0.03194225
2019/5/26,2019/5/27 10:00,0,0.08011527,-0.0921185,-0.022670932
2019/5/26,2019/5/27 10:15,0,0.070147425,-0.08769443,-0.007443447
2019/5/26,2019/5/27 10:30,0,0.06089772,-0.07379219,-0.06517732
2019/5/26,2019/5/27 10:45,0,0.05640411,-0.048915595,-0.019179355
2019/5/26,2019/5/27 11:00,0,0.05393155,-0.061497048,-0.001722526
2019/5/26,2019/5/27 11:15,0,0.019409686,-0.03423748,-0.012501338
2019/5/26,2019/5/27 11:30,0,0.009908982,-0.047822908,-0.002402008
2019/5/26,2019/5/27 11:45,0,0.006946381,-0.049881972,-0.017115328
2019/5/26,2019/5/27 12:00,0,0.01335977,-0.035121597,-0.019395906
2019/5/26,2019/5/27 12:15,0,0.012758166,-0.03822496,-0.026007785
2019/5/26,2019/5/27 12:30,0,0.016092375,-0.03591222,-0.023923522
2019/5/26,2019/5/27 12:45,0,0.009029925,-0.04152279,-0.042312454
2019/5/26,2019/5/27 13:00,0,0.002864614,-0.04843597,-0.036974408
2019/5/26,2019/5/27 13:15,0,0.015612513,-0.027413115,-0.055402294
2019/5/26,2019/5/27 13:30,0,0.01130341,-0.034698687,-0.051514715
2019/5/26,2019/5/27 13:45,0,0.040789098,-0.035301447,-0.059637018
2019/5/26,2019/5/27 14:00,0,0.043289106,-0.022435233,-0.10571055
2019/5/26,2019/5/27 14:15,0,0.054813843,0.006736763,-0.047148813
2019/5/26,2019/5/27 14:30,0,0.07132498,-0.008713231,-0.09037177
2019/5/26,2019/5/27 14:45,0,0.08016711,-0.012242898,-0.13006479
2019/5/26,2019/5/27 15:00,0,0.07520542,-0.012183368,-0.113932535
2019/5/26,2019/5/27 15:15,0,0.08840726,-0.015740454,-0.12652548
2019/5/26,2019/5/27 15:30,0,0.077906996,-0.011825368,-0.18546197
2019/5/26,2019/5/27 15:45,0,0.062951535,-0.029998474,-0.15585598
2019/5/26,2019/5/27 16:00,0,0.02125942,-0.040933937,-0.15258732
2019/5/26,2019/5/27 16:15,0,0.001101539,-0.037796482,-0.16463247
2019/5/26,2019/5/27 16:30,0,-0.03227392,-0.03972599,-0.10852398
2019/5/26,2019/5/27 16:45,0,-0.048735805,-0.04164684,-0.080366105
2019/5/26,2019/5/27 17:00,0,-0.07794486,-0.041710354,-0.06063755
2019/5/26,2019/5/27 17:15,0,-0.08242004,-0.02770602,-0.025691546
2019/5/26,2019/5/27 17:30,0,-0.0730383,-0.032915525,0.001186173
2019/5/26,2019/5/27 17:45,0,-0.07618594,-0.03467986,0.06351019
2019/5/26,2019/5/27 18:00,0,-0.061888903,-0.029135555,0.03262113
2019/5/26,2019/5/27 18:15,0,-0.035956785,-0.035193644,0.072091356
2019/5/26,2019/5/27 18:30,0,-0.016956098,-0.038767546,0.13481407
2019/5/26,2019/5/27 18:45,0,-0.017137393,-0.041187294,0.14389232
2019/5/26,2019/5/27 19:00,0,-0.011710428,-0.03316547,0.18538934
2019/5/26,2019/5/27 19:15,0,0.013601892,-0.02930141,0.12783964
2019/5/26,2019/5/27 19:30,0,0.03919369,-0.031321906,0.22657259
2019/5/26,2019/5/27 19:45,0,0.07601887,-0.02563135,0.23307429
2019/5/26,2019/5/27 20:00,0.003516,0.10697945,0.021612743,0.27464998
2019/5/26,2019/5/27 20:15,0,0.14061382,0.074318975,0.37055123
2019/5/26,2019/5/27 20:30,0.196875,0.17259425,0.1483944,0.40525076
2019/5/26,2019/5/27 20:45,0.319922,0.22731614,0.26775417,0.4648296
2019/5/26,2019/5/27 21:00,0.341016,0.2960878,0.39483804,0.5678375
2019/5/26,2019/5/27 21:15,0.551953,0.4247835,0.5581848,0.6484705
2019/5/26,2019/5/27 21:30,0.566016,0.55280983,0.7253822,0.74049544
2019/5/26,2019/5/27 21:45,0.73125,0.7059125,0.9174103,0.86469793
2019/5/26,2019/5/27 22:00,0.935156,0.8610968,1.1071607,0.89110386
2019/5/26,2019/5/27 22:15,1.873828,1.0604699,1.3208711,0.9745559
2019/5/26,2019/5/27 22:30,1.226953,1.2514219,1.5493913,1.046669
2019/5/26,2019/5/27 22:45,1.466016,1.4459577,1.7582,1.0533491
2019/5/26,2019/5/27 23:00,1.750781,1.6597545,2.0115404,1.1398602
2019/5/26,2019/5/27 23:15,2.742188,1.8890405,2.1862469,1.1727091
2019/5/26,2019/5/27 23:30,2.844141,2.094071,2.398353,1.259621
2019/5/26,2019/5/27 23:45,3.065625,2.3011463,2.587259,1.4241977
2019/5/27,2019/5/28 0:00,3.287109,2.3332145,3.174153,3.0089521
2019/5/27,2019/5/28 0:15,2.309766,2.3815043,3.24646,3.0567918
2019/5/27,2019/5/28 0:30,3.427734,2.4073129,3.3373196,3.1128392
2019/5/27,2019/5/28 0:45,2.211328,2.4706218,3.40572,3.071814
2019/5/27,2019/5/28 1:00,3.469922,2.5583112,3.4476483,2.9826105
2019/5/27,2019/5/28 1:15,3.15,2.6286101,3.4804833,2.8714602
2019/5/27,2019/5/28 1:30,3.410156,2.6794336,3.4751587,2.8071196
2019/5/27,2019/5/28 1:45,4.151953,2.718888,3.432027,2.6170375
2019/5/27,2019/5/28 2:00,3.670312,2.7393997,3.4209774,2.56571
2019/5/27,2019/5/28 2:15,3.596484,2.7556648,3.4199328,2.4010851
2019/5/27,2019/5/28 2:30,3.723047,2.7730014,3.4047341,2.2550864
2019/5/27,2019/5/28 2:45,2.580469,2.748954,3.3834488,2.0412602
2019/5/27,2019/5/28 3:00,2.696484,2.7740376,3.3934486,1.9600607
2019/5/27,2019/5/28 3:15,4.310156,2.7354465,3.347217,1.8171695
2019/5/27,2019/5/28 3:30,2.844141,2.6987557,3.3116438,1.6737803
2019/5/27,2019/5/28 3:45,3.483984,2.628824,3.2894542,1.5027584
2019/5/27,2019/5/28 4:00,3.596484,2.5098193,3.2396789,1.3500438
2019/5/27,2019/5/28 4:15,3.336328,2.4003463,3.16457,1.2257986
2019/5/27,2019/5/28 4:30,3.367969,2.287023,3.0371027,1.1524454
2019/5/27,2019/5/28 4:45,3.026953,2.1474297,2.8275208,1.0047355
2019/5/27,2019/5/28 5:00,3.055078,1.9737616,2.6698945,0.89045894
2019/5/27,2019/5/28 5:15,2.896875,1.7540134,2.4370623,0.8329123
2019/5/27,2019/5/28 5:30,2.735156,1.5284047,2.1815178,0.75620204
2019/5/27,2019/5/28 5:45,2.376562,1.3707798,1.9957664,0.61381924
2019/5/27,2019/5/28 6:00,1.701562,1.1301473,1.7186973,0.63519645
2019/5/27,2019/5/28 6:15,2.288672,0.9328771,1.4311842,0.5133561
2019/5/27,2019/5/28 6:30,2.014453,0.754871,1.15467,0.43041182
2019/5/27,2019/5/28 6:45,0.667969,0.58830434,0.9117685,0.33270055
2019/5/27,2019/5/28 7:00,0.569531,0.46653026,0.7038002,0.31325716
2019/5/27,2019/5/28 7:15,0.569531,0.35141975,0.49164596,0.29759526
2019/5/27,2019/5/28 7:30,0.492188,0.24932508,0.3442988,0.24154979
2019/5/27,2019/5/28 7:45,0.428906,0.19181655,0.20948769,0.19260299
2019/5/27,2019/5/28 8:00,0.158203,0.13007371,0.100508444,0.19143775
2019/5/27,2019/5/28 8:15,0.035156,0.08659066,0.04253688,0.17972705
2019/5/27,2019/5/28 8:30,0,0.09483491,-0.027743801,0.12975293
2019/5/27,2019/5/28 8:45,0,0.09576711,-0.02165369,0.12817225
2019/5/27,2019/5/28 9:00,0,0.082595296,-0.052331,0.060784705
2019/5/27,2019/5/28 9:15,0,0.09944682,-0.016887888,0.07339959
2019/5/27,2019/5/28 9:30,0,0.108707614,-0.020400444,0.06495777
2019/5/27,2019/5/28 9:45,0,0.09547297,-0.039050646,-0.05150178
2019/5/27,2019/5/28 10:00,0,0.09365551,-0.049974907,-0.035873607
2019/5/27,2019/5/28 10:15,0,0.07772318,-0.047372155,-0.016632196
2019/5/27,2019/5/28 10:30,0,0.06791513,-0.030307874,-0.06806162
2019/5/27,2019/5/28 10:45,0,0.06039952,-0.02023638,-0.014849603
2019/5/27,2019/5/28 11:00,0,0.0567336,-0.033560343,0.000145702
2019/5/27,2019/5/28 11:15,0,0.024594821,-0.011232689,-0.009806682
2019/5/27,2019/5/28 11:30,0,0.018771112,-0.03256482,0.000825997
2019/5/27,2019/5/28 11:45,0,0.01640673,-0.03496158,-0.020030167
2019/5/27,2019/5/28 12:00,0,0.027591743,-0.025575042,-0.015586708
2019/5/27,2019/5/28 12:15,0,0.026797935,-0.029912833,-0.029098768
2019/5/27,2019/5/28 12:30,0,0.032626644,-0.032137934,-0.028912267
2019/5/27,2019/5/28 12:45,0,0.027724363,-0.03770035,-0.052478693
2019/5/27,2019/5/28 13:00,0,0.017836802,-0.03928879,-0.046441566
2019/5/27,2019/5/28 13:15,0,0.0300764,-0.023789532,-0.0629684
2019/5/27,2019/5/28 13:30,0,0.019456185,-0.025699817,-0.063078366
2019/5/27,2019/5/28 13:45,0,0.04675904,-0.027288228,-0.06887654
2019/5/27,2019/5/28 14:00,0,0.045296818,-0.009903505,-0.109562516
2019/5/27,2019/5/28 14:15,0,0.052342825,0.017902963,-0.045806017
2019/5/27,2019/5/28 14:30,0,0.06737859,0.002336144,-0.09380226
2019/5/27,2019/5/28 14:45,0,0.07302919,-0.007282406,-0.122421876
2019/5/27,2019/5/28 15:00,0,0.0638808,-0.00294517,-0.10433614
2019/5/27,2019/5/28 15:15,0,0.07535435,-0.000536948,-0.11281721
2019/5/27,2019/5/28 15:30,0,0.06574031,-0.003598988,-0.16687492
2019/5/27,2019/5/28 15:45,0,0.054081075,-0.024441145,-0.13401711
2019/5/27,2019/5/28 16:00,0,0.013435334,-0.031678736,-0.12847297
2019/5/27,2019/5/28 16:15,0,0.001001246,-0.037143588,-0.13944691
2019/5/27,2019/5/28 16:30,0,-0.029738978,-0.027840301,-0.093302205
2019/5/27,2019/5/28 16:45,0,-0.04259237,-0.03545049,-0.054737166
2019/5/27,2019/5/28 17:00,0,-0.06869081,-0.039397024,-0.036357082
2019/5/27,2019/5/28 17:15,0,-0.072082095,-0.022593133,-0.014325917
2019/5/27,2019/5/28 17:30,0,-0.060702913,-0.027023159,0.012216922
2019/5/27,2019/5/28 17:45,0,-0.066762045,-0.03697437,0.0677605
2019/5/27,2019/5/28 18:00,0,-0.050195947,-0.02518076,0.029978426
2019/5/27,2019/5/28 18:15,0,-0.022641078,-0.033491045,0.06690602
2019/5/27,2019/5/28 18:30,0,-0.004609585,-0.036775395,0.12771015
2019/5/27,2019/5/28 18:45,0,-0.001420967,-0.033733554,0.12182396
2019/5/27,2019/5/28 19:00,0,0.003403731,-0.021309586,0.16734332
2019/5/27,2019/5/28 19:15,0,0.035918266,-0.02006732,0.104374975
2019/5/27,2019/5/28 19:30,0,0.07047393,-0.0077115,0.20913483
2019/5/27,2019/5/28 19:45,0.003516,0.119247116,0.00129449,0.23276347
2019/5/27,2019/5/28 20:00,0,0.1619859,0.07013575,0.29032442
2019/5/27,2019/5/28 20:15,0.196875,0.20398554,0.12380491,0.4087895
2019/5/27,2019/5/28 20:30,0.319922,0.24675617,0.21646261,0.46151018
2019/5/27,2019/5/28 20:45,0.341016,0.31140783,0.36192152,0.53676856
2019/5/27,2019/5/28 21:00,0.551953,0.3911075,0.49677706,0.66147184
2019/5/27,2019/5/28 21:15,0.566016,0.53254014,0.67674124,0.76608336
2019/5/27,2019/5/28 21:30,0.73125,0.66798353,0.85938436,0.870424
2019/5/27,2019/5/28 21:45,0.935156,0.82701993,1.0607486,1.0042576
2019/5/27,2019/5/28 22:00,1.873828,0.986806,1.254886,1.0400926
2019/5/27,2019/5/28 22:15,1.226953,1.1861562,1.476826,1.1179245
2019/5/27,2019/5/28 22:30,1.466016,1.3778902,1.7006083,1.1893595
2019/5/27,2019/5/28 22:45,1.750781,1.569283,1.9056785,1.1741018
2019/5/27,2019/5/28 23:00,2.742188,1.7777561,2.1494713,1.2585466
2019/5/27,2019/5/28 23:15,2.844141,2.001219,2.3114886,1.273041
2019/5/27,2019/5/28 23:30,3.065625,2.1979318,2.507934,1.3484443
2019/5/27,2019/5/28 23:45,3.258984,2.3972075,2.6757452,1.5072823
2019/5/28,2019/5/29 0:00,2.309766,2.418715,3.357707,3.1452
2019/5/28,2019/5/29 0:15,3.427734,2.4591494,3.3851166,3.1607182
2019/5/28,2019/5/29 0:30,2.211328,2.4740667,3.4464018,3.1863868
2019/5/28,2019/5/29 0:45,3.469922,2.5285501,3.4713821,3.1226497
2019/5/28,2019/5/29 1:00,3.15,2.611462,3.4945683,2.9944758
2019/5/28,2019/5/29 1:15,3.410156,2.6767933,3.4919114,2.8792353
2019/5/28,2019/5/29 1:30,4.151953,2.718406,3.475278,2.778729
2019/5/28,2019/5/29 1:45,3.670312,2.7560399,3.4239411,2.5826848
2019/5/28,2019/5/29 2:00,3.596484,2.7744424,3.3949792,2.5285976
2019/5/28,2019/5/29 2:15,3.723047,2.7831645,3.3948236,2.3519595
2019/5/28,2019/5/29 2:30,2.580469,2.7968545,3.3747556,2.204487
2019/5/28,2019/5/29 2:45,2.696484,2.7701228,3.3519716,1.9879225
2019/5/28,2019/5/29 3:00,4.310156,2.794689,3.3466043,1.9004071
2019/5/28,2019/5/29 3:15,2.844141,2.7536957,3.3036783,1.747938
2019/5/28,2019/5/29 3:30,3.483984,2.7157876,3.2573864,1.6072153
2019/5/28,2019/5/29 3:45,3.596484,2.648961,3.2259157,1.4291682
2019/5/28,2019/5/29 4:00,3.336328,2.533462,3.1678586,1.2651606
2019/5/28,2019/5/29 4:15,3.367969,2.4275486,3.0759275,1.132715
2019/5/28,2019/5/29 4:30,3.026953,2.3219907,2.9372382,1.0588245
2019/5/28,2019/5/29 4:45,3.055078,2.19213,2.7133937,0.9162023
2019/5/28,2019/5/29 5:00,2.896875,2.026021,2.5414438,0.8034426
2019/5/28,2019/5/29 5:15,2.735156,1.8121703,2.2943347,0.7553612
2019/5/28,2019/5/29 5:30,2.376562,1.592882,2.0342436,0.6889599
2019/5/28,2019/5/29 5:45,1.701562,1.4397355,1.8394121,0.5568826
2019/5/28,2019/5/29 6:00,2.288672,1.1946671,1.5623276,0.5957057
2019/5/28,2019/5/29 6:15,2.014453,0.99314535,1.2861434,0.47080576
2019/5/28,2019/5/29 6:30,0.667969,0.8069302,1.0155687,0.3959042
2019/5/28,2019/5/29 6:45,0.569531,0.6356185,0.78697145,0.30091313
2019/5/28,2019/5/29 7:00,0.569531,0.5005502,0.596158,0.29392266
2019/5/28,2019/5/29 7:15,0.492188,0.3775737,0.3968854,0.26993692
2019/5/28,2019/5/29 7:30,0.428906,0.26723847,0.2711344,0.21807814
2019/5/28,2019/5/29 7:45,0.158203,0.20525752,0.15186271,0.1546205
2019/5/28,2019/5/29 8:00,0.035156,0.13988733,0.059926093,0.1546313
2019/5/28,2019/5/29 8:15,0,0.09470542,0.023921426,0.12962075
2019/5/28,2019/5/29 8:30,0,0.10299483,-0.03234969,0.0839836
2019/5/28,2019/5/29 8:45,0,0.10599692,-0.008792044,0.07911174
2019/5/28,2019/5/29 9:00,0,0.095211126,-0.033261783,0.012747555
2019/5/28,2019/5/29 9:15,0,0.11612288,-0.002688982,0.04410678
2019/5/28,2019/5/29 9:30,0,0.12744394,0.000495967,0.034628317
2019/5/28,2019/5/29 9:45,0,0.111966744,-0.012898855,-0.08010864
2019/5/28,2019/5/29 10:00,0,0.11031899,-0.0312677,-0.055547133
2019/5/28,2019/5/29 10:15,0,0.089631334,-0.030279972,-0.033374928
2019/5/28,2019/5/29 10:30,0,0.07921146,-0.01346831,-0.078272626
2019/5/28,2019/5/29 10:45,0,0.06770487,-0.010332502,-0.018613566
2019/5/28,2019/5/29 11:00,0,0.060855716,-0.02428738,-0.004162695
2019/5/28,2019/5/29 11:15,0,0.030191522,-0.004598178,-0.009741708
2019/5/28,2019/5/29 11:30,0,0.025024323,-0.03212101,0.004220912
2019/5/28,2019/5/29 11:45,0,0.020857332,-0.026506104,-0.020838976
2019/5/28,2019/5/29 12:00,0,0.0359182,-0.014224321,-0.008651044
2019/5/28,2019/5/29 12:15,0,0.031335667,-0.015053596,-0.028585274
2019/5/28,2019/5/29 12:30,0,0.03940086,-0.015134681,-0.027863657
2019/5/28,2019/5/29 12:45,0,0.037027027,-0.016212214,-0.056154143
2019/5/28,2019/5/29 13:00,0,0.02428025,-0.014261588,-0.052410025
2019/5/28,2019/5/29 13:15,0,0.038514458,0.001152813,-0.06606598
2019/5/28,2019/5/29 13:30,0,0.023908839,-0.003519855,-0.07368776
2019/5/28,2019/5/29 13:45,0,0.05166903,-0.002353206,-0.07872874
2019/5/28,2019/5/29 14:00,0,0.046959683,0.015546501,-0.11325036
2019/5/28,2019/5/29 14:15,0,0.050309215,0.042137466,-0.045252
2019/5/28,2019/5/29 14:30,0,0.06454982,0.016944796,-0.096715525
2019/5/28,2019/5/29 14:45,0,0.06655912,0.00400354,-0.11359663
2019/5/28,2019/5/29 15:00,0,0.05236344,0.00950855,-0.09322448
2019/5/28,2019/5/29 15:15,0,0.060500413,0.006776735,-0.096126914
2019/5/28,2019/5/29 15:30,0,0.050226144,0.002762437,-0.14611608
2019/5/28,2019/5/29 15:45,0,0.041631367,-0.017327785,-0.10940709
2019/5/28,2019/5/29 16:00,0,0.001107812,-0.026720345,-0.10337712
2019/5/28,2019/5/29 16:15,0,-0.003752619,-0.041139573,-0.114584915
2019/5/28,2019/5/29 16:30,0,-0.033691943,-0.02904962,-0.07878707
2019/5/28,2019/5/29 16:45,0,-0.044550814,-0.036739536,-0.028763019
2019/5/28,2019/5/29 17:00,0,-0.06956141,-0.04523536,-0.011571743
2019/5/28,2019/5/29 17:15,0,-0.07161521,-0.027709916,-0.003303103
2019/5/28,2019/5/29 17:30,0,-0.0594626,-0.030665971,0.022146922
2019/5/28,2019/5/29 17:45,0,-0.06869839,-0.04051517,0.07191774
2019/5/28,2019/5/29 18:00,0,-0.049303368,-0.036625825,0.026288543
2019/5/28,2019/5/29 18:15,0,-0.020188369,-0.046008363,0.059019804
2019/5/28,2019/5/29 18:30,0,-0.000573069,-0.042343065,0.11996029
2019/5/28,2019/5/29 18:45,0,0.011215821,-0.04071644,0.100787416
2019/5/28,2019/5/29 19:00,0,0.019527316,-0.012416901,0.15192708
2019/5/28,2019/5/29 19:15,0,0.06426374,0.000678288,0.08530994
2019/5/28,2019/5/29 19:30,0.003516,0.111829095,0.02242314,0.19878058
2019/5/28,2019/5/29 19:45,0,0.17744996,0.04790603,0.24346225
2019/5/28,2019/5/29 20:00,0.196875,0.23355144,0.14167587,0.3198789
2019/5/28,2019/5/29 20:15,0.319922,0.28556377,0.21181668,0.46578166
2019/5/28,2019/5/29 20:30,0.341016,0.33816117,0.3238838,0.5402242
2019/5/28,2019/5/29 20:45,0.551953,0.40965435,0.49820685,0.6299059
2019/5/28,2019/5/29 21:00,0.566016,0.49540773,0.6552102,0.77849156
2019/5/28,2019/5/29 21:15,0.73125,0.64199793,0.8687636,0.9051198
2019/5/28,2019/5/29 21:30,0.935156,0.7763605,1.0664783,1.0182084
2019/5/28,2019/5/29 21:45,1.873828,0.9325855,1.2870469,1.1529502
2019/5/28,2019/5/29 22:00,1.226953,1.0879115,1.4909271,1.1925861
2019/5/28,2019/5/29 22:15,1.466016,1.2763319,1.7226558,1.2543123
2019/5/28,2019/5/29 22:30,1.750781,1.4581252,1.93958,1.3145471
2019/5/28,2019/5/29 22:45,2.742188,1.6384695,2.1339967,1.2701576
2019/5/28,2019/5/29 23:00,2.844141,1.8337415,2.3575375,1.3444859
2019/5/28,2019/5/29 23:15,3.065625,2.047341,2.503421,1.335604
2019/5/28,2019/5/29 23:30,3.258984,2.2293472,2.6701505,1.390966
2019/5/28,2019/5/29 23:45,3.406641,2.419767,2.8085265,1.5424149
2019/5/29,2019/5/30 0:00,3.427734,2.5691447,3.5397546,3.2035143
2019/5/29,2019/5/30 0:15,2.211328,2.609912,3.5338287,3.196973
2019/5/29,2019/5/30 0:30,3.469922,2.6191468,3.5728488,3.199857
2019/5/29,2019/5/30 0:45,3.15,2.666561,3.5700736,3.1218755
2019/5/29,2019/5/30 1:00,3.410156,2.746753,3.5725074,2.9713156
2019/5/29,2019/5/30 1:15,4.151953,2.8065393,3.544898,2.8575
2019/5/29,2019/5/30 1:30,3.670312,2.8380094,3.513438,2.7320704
2019/5/29,2019/5/30 1:45,3.596484,2.8726344,3.4521916,2.5350385
2019/5/29,2019/5/30 2:00,3.723047,2.8849332,3.4083238,2.4785364
2019/5/29,2019/5/30 2:15,2.580469,2.8815043,3.3991406,2.295977
2019/5/29,2019/5/30 2:30,2.696484,2.8861606,3.3684564,2.148931
2019/5/29,2019/5/30 2:45,4.310156,2.852901,3.335688,1.9307731
2019/5/29,2019/5/30 3:00,2.844141,2.872085,3.3221726,1.8386817
2019/5/29,2019/5/30 3:15,3.483984,2.8267934,3.2706223,1.6791054
2019/5/29,2019/5/30 3:30,3.596484,2.7855675,3.2116838,1.535016
2019/5/29,2019/5/30 3:45,3.336328,2.7213197,3.1740758,1.3595622
2019/5/29,2019/5/30 4:00,3.367969,2.607083,3.1046362,1.1932971
2019/5/29,2019/5/30 4:15,3.026953,2.5053954,3.0102232,1.0577636
2019/5/29,2019/5/30 4:30,3.055078,2.4074905,2.8630369,0.98468333
2019/5/29,2019/5/30 4:45,2.896875,2.2894266,2.6282463,0.8448785
2019/5/29,2019/5/30 5:00,2.735156,2.129915,2.4549437,0.74006647
2019/5/29,2019/5/30 5:15,2.376562,1.9216887,2.2053661,0.6965942
2019/5/29,2019/5/30 5:30,1.701562,1.7067021,1.9459465,0.634757
2019/5/29,2019/5/30 5:45,2.288672,1.5554237,1.7549205,0.5118703
2019/5/29,2019/5/30 6:00,2.014453,1.3033792,1.4848139,0.5569524
2019/5/29,2019/5/30 6:15,0.667969,1.0936569,1.2168549,0.43731245
2019/5/29,2019/5/30 6:30,0.569531,0.8945129,0.95985925,0.36362147
2019/5/29,2019/5/30 6:45,0.569531,0.7140913,0.7448563,0.27610245
2019/5/29,2019/5/30 7:00,0.492188,0.56035274,0.5691704,0.27731436
2019/5/29,2019/5/30 7:15,0.428906,0.42289618,0.38071987,0.24488018
2019/5/29,2019/5/30 7:30,0.158203,0.29891998,0.2697018,0.20077401
2019/5/29,2019/5/30 7:45,0.035156,0.22799282,0.15956566,0.13083574
2019/5/29,2019/5/30 8:00,0,0.15325548,0.07838468,0.13333866
2019/5/29,2019/5/30 8:15,0,0.10201515,0.048960272,0.1033574
2019/5/29,2019/5/30 8:30,0,0.10755597,0.000136875,0.06410913
2019/5/29,2019/5/30 8:45,0,0.11038144,0.02227402,0.060335267
2019/5/29,2019/5/30 9:00,0,0.09982492,0.000641618,0.001441173
2019/5/29,2019/5/30 9:15,0,0.12530494,0.023105398,0.041985888
2019/5/29,2019/5/30 9:30,0,0.13906229,0.032614775,0.030356603
2019/5/29,2019/5/30 9:45,0,0.122338116,0.011509512,-0.07678701
2019/5/29,2019/5/30 10:00,0,0.12351757,-0.01347867,-0.04961869
2019/5/29,2019/5/30 10:15,0,0.09954345,-0.016160376,-0.031067573
2019/5/29,2019/5/30 10:30,0,0.08938359,-0.004625738,-0.07341796
2019/5/29,2019/5/30 10:45,0,0.07438837,-0.000640608,-0.018710107
2019/5/29,2019/5/30 11:00,0,0.063375294,-0.015984118,-0.007313367
2019/5/29,2019/5/30 11:15,0,0.034448557,-0.002216913,-0.01786973
2019/5/29,2019/5/30 11:30,0,0.02898413,-0.025736108,-0.002459597
2019/5/29,2019/5/30 11:45,0,0.02298326,-0.02084905,-0.03318262
2019/5/29,2019/5/30 12:00,0,0.041522652,-0.008366264,-0.01698928
2019/5/29,2019/5/30 12:15,0,0.03269942,-0.004914247,-0.042839825
2019/5/29,2019/5/30 12:30,0,0.04364595,-0.007184822,-0.039270595
2019/5/29,2019/5/30 12:45,0,0.044251125,-0.001826316,-0.06717313
2019/5/29,2019/5/30 13:00,0,0.030004226,-4.48E-05,-0.0632046
2019/5/29,2019/5/30 13:15,0,0.046548225,0.014146004,-0.069085926
2019/5/29,2019/5/30 13:30,0,0.029336162,0.009459078,-0.07940465
2019/5/29,2019/5/30 13:45,0,0.058073528,0.01731579,-0.08112078
2019/5/29,2019/5/30 14:00,0,0.04978777,0.030296832,-0.10847482
2019/5/29,2019/5/30 14:15,0,0.049351886,0.06056396,-0.04019426
2019/5/29,2019/5/30 14:30,0,0.061810046,0.03323944,-0.09489639
2019/5/29,2019/5/30 14:45,0,0.060460985,0.024598762,-0.10324818
2019/5/29,2019/5/30 15:00,0,0.04165943,0.029943213,-0.084550425
