起报时间,预报时间,实际功率,PureLSTM预测功率,FusionModel预测功率,BiFusionModel预测功率
2019-02-28,2019-03-01 17:45:00,0.0,-0.017583558,-0.002602011,0.06444773
2019-02-28,2019-03-01 18:00:00,0.0,-0.030065063,-0.03726655,0.06901018
2019-02-28,2019-03-01 18:15:00,0.0,-0.021892652,-0.032203294,0.048599735
2019-02-28,2019-03-01 18:30:00,0.0,-0.002765479,-0.04222527,0.049519666
2019-02-28,2019-03-01 18:45:00,0.0,0.0030658322,-0.042564254,0.023528947
2019-02-28,2019-03-01 19:00:00,0.0,0.017458545,-0.054604866,0.025062531
2019-02-28,2019-03-01 19:15:00,0.0,0.010350434,-0.0693532,0.037815288
2019-02-28,2019-03-01 19:30:00,0.0,0.008253764,-0.07449463,0.0231606
2019-02-28,2019-03-01 19:45:00,0.0,-0.02608311,-0.042135768,0.046243683
2019-02-28,2019-03-01 20:00:00,0.0,0.0017359909,-0.047744583,-0.0038316112
2019-02-28,2019-03-01 20:15:00,0.0,-0.0066231997,-0.08261574,-0.018463204
2019-02-28,2019-03-01 20:30:00,0.0,0.009012075,-0.0755774,-0.04650701
2019-02-28,2019-03-01 20:45:00,0.0,0.031596497,-0.06559531,-0.026396379
2019-02-28,2019-03-01 21:00:00,0.0,0.01635692,-0.05947033,-0.06797463
2019-02-28,2019-03-01 21:15:00,0.0,0.026788296,-0.07378189,-0.022282721
2019-02-28,2019-03-01 21:30:00,0.0,0.06572832,-0.045288205,-0.050549865
2019-02-28,2019-03-01 21:45:00,0.0,0.07957497,-0.059507336,-0.0593948
2019-02-28,2019-03-01 22:00:00,0.0,0.075683266,-0.029752601,-0.025077233
2019-02-28,2019-03-01 22:15:00,0.0,0.08299317,0.017321104,-0.0972724
2019-02-28,2019-03-01 22:30:00,0.0,0.09438865,0.041175306,-0.0749982
2019-02-28,2019-03-01 22:45:00,0.0,0.09229112,0.09491142,-0.006838517
2019-02-28,2019-03-01 23:00:00,0.0,0.13377874,0.10790902,-0.0378569
2019-02-28,2019-03-01 23:15:00,0.0,0.1887077,0.14372401,-0.026036128
2019-02-28,2019-03-01 23:30:00,0.161719,0.2518839,0.2321639,0.058228433
2019-02-28,2019-03-01 23:45:00,0.270703,0.3545826,0.30486372,0.09797657
2019-05-25,2019-05-26 00:00:00,1.6734369999999998,1.666805,1.4606047,1.5620842
2019-05-25,2019-05-26 00:15:00,1.958203,1.8819199,1.4618182,1.7428749
2019-05-25,2019-05-26 00:30:00,1.599609,2.1372728,1.4653583,1.923297
2019-05-25,2019-05-26 00:45:00,2.0882810000000003,2.3604476,1.4329305,2.0988984
2019-05-25,2019-05-26 01:00:00,2.612109,2.5548046,1.3941495,2.3306382
2019-05-25,2019-05-26 01:15:00,2.784375,2.7360954,1.4427818,2.443889
2019-05-25,2019-05-26 01:30:00,2.661328,2.8298135,1.3585644,2.5972805
2019-05-25,2019-05-26 01:45:00,3.012891,2.9660752,1.3209698,2.7208476
2019-05-25,2019-05-26 02:00:00,3.4875,3.110481,1.2743447,2.8129282
2019-05-25,2019-05-26 02:15:00,1.954687,3.225491,1.1908455,2.8460789
2019-05-25,2019-05-26 02:30:00,3.255469,3.1935627,1.1808465,2.8564332
2019-05-25,2019-05-26 02:45:00,3.561328,3.2351398,1.0539114,2.8844597
2019-05-25,2019-05-26 03:00:00,1.965234,3.295427,0.96536547,2.8371382
2019-05-25,2019-05-26 03:15:00,2.337891,3.3055675,0.83360344,2.8058455
2019-05-25,2019-05-26 03:30:00,2.5101560000000003,3.2601504,0.83633476,2.7508144
2019-05-25,2019-05-26 03:45:00,2.123437,3.2507153,0.779537,2.677429
2019-05-25,2019-05-26 04:00:00,3.294141,3.2026248,0.79508436,2.5541127
2019-05-25,2019-05-26 04:15:00,3.266016,3.2028327,0.7002648,2.5210705
2019-05-25,2019-05-26 04:30:00,2.373047,3.176002,0.7015301,2.4520006
2019-05-25,2019-05-26 04:45:00,3.779297,3.125209,0.6619906,2.4357898
2019-05-25,2019-05-26 05:00:00,3.491015,3.0818267,0.63008314,2.3256166
2019-05-25,2019-05-26 05:15:00,3.287109,2.9980767,0.59510624,2.2952862
2019-05-25,2019-05-26 05:30:00,2.696484,2.9923716,0.5937353,2.2816226
2019-05-25,2019-05-26 05:45:00,1.395703,2.920382,0.6122339,2.2138596
2019-05-25,2019-05-26 06:00:00,2.647266,2.8163548,0.61680543,2.1238134
2019-05-25,2019-05-26 06:15:00,1.7613279999999998,2.787692,0.53039974,1.9517078
2019-05-25,2019-05-26 06:30:00,2.967187,2.7150986,0.58804727,1.8798406
2019-05-25,2019-05-26 06:45:00,2.896875,2.6537912,0.4993966,1.704727
2019-05-25,2019-05-26 07:00:00,2.657812,2.5639524,0.53770286,1.5856597
2019-05-25,2019-05-26 07:15:00,2.661328,2.3912175,0.47812265,1.4391471
2019-05-25,2019-05-26 07:30:00,2.489063,2.3244145,0.49088928,1.2443875
2019-05-25,2019-05-26 07:45:00,0.485156,2.122412,0.46539447,1.0572356
2019-05-25,2019-05-26 08:00:00,0.5273439999999999,1.8537928,0.41864538,0.8407677
2019-05-25,2019-05-26 08:15:00,0.780469,1.6848754,0.41695133,0.6633746
2019-05-25,2019-05-26 08:30:00,0.249609,1.4508198,0.33995357,0.47907194
2019-05-25,2019-05-26 08:45:00,1.202344,1.2803297,0.34715307,0.31244335
2019-05-25,2019-05-26 09:00:00,1.276172,1.0214957,0.2879378,0.1422627
2019-05-25,2019-05-26 09:15:00,1.233984,0.85564893,0.17698827,0.02528008
2019-05-25,2019-05-26 09:30:00,0.917578,0.69004834,0.20079802,-0.07025703
2019-05-25,2019-05-26 09:45:00,0.460547,0.518659,0.14758477,-0.18994929
2019-05-25,2019-05-26 10:00:00,0.428906,0.3509299,0.08819676,-0.16523229
2019-05-25,2019-05-26 10:15:00,0.551953,0.25476858,0.11192565,-0.25273636
2019-05-25,2019-05-26 10:30:00,0.052734,0.18852445,0.019943206,-0.2184912
2019-05-25,2019-05-26 10:45:00,0.0,0.13454695,0.034264863,-0.28113794
2019-05-25,2019-05-26 11:00:00,0.0,0.08734368,-0.023677755,-0.21653444
2019-05-25,2019-05-26 11:15:00,0.0,0.04625226,-0.022819832,-0.20118085
2019-05-25,2019-05-26 11:30:00,0.0,0.02013154,-0.029913303,-0.11338472
2019-05-25,2019-05-26 11:45:00,0.0,0.044823967,-0.03244966,-0.13141593
2019-05-25,2019-05-26 12:00:00,0.0,-0.027247488,-0.07489864,-0.08516819
2019-05-25,2019-05-26 12:15:00,0.0,0.0039641345,-0.06407669,-0.057819445
2019-05-25,2019-05-26 12:30:00,0.0,-0.00625569,-0.03128234,-0.0028606483
2019-05-25,2019-05-26 12:45:00,0.0,-0.001070597,-0.055949215,0.015255358
2019-05-25,2019-05-26 13:00:00,0.0,-0.057078615,0.012829839,0.011515923
2019-05-25,2019-05-26 13:15:00,0.0,-0.046917677,0.013901234,0.03596101
2019-05-25,2019-05-26 13:30:00,0.0,-0.06564405,-0.0016537643,-0.027729312
2019-05-25,2019-05-26 13:45:00,0.0,-0.03238065,0.014680926,-0.06348246
2019-05-25,2019-05-26 14:00:00,0.0,-0.055343077,0.018790156,0.0009395139
2019-05-25,2019-05-26 14:15:00,0.0,-0.047439992,0.050049253,-0.019280313
2019-05-25,2019-05-26 14:30:00,0.0,-0.056587573,0.06900992,-0.025119277
2019-05-25,2019-05-26 14:45:00,0.0,-0.05937416,0.050696004,-0.005346154
2019-05-25,2019-05-26 15:00:00,0.0,-0.015406193,-0.020938592,-0.05984905
2019-05-25,2019-05-26 15:15:00,0.0,-0.0055395584,0.05112979,0.0006735827
2019-05-25,2019-05-26 15:30:00,0.0,-0.015457466,0.007025138,-0.021303818
2019-05-25,2019-05-26 15:45:00,0.0,-0.035210487,-0.02558816,-0.02199672
2019-05-25,2019-05-26 16:00:00,0.0,-0.06579157,-0.05416688,0.07273872
2019-05-25,2019-05-26 16:15:00,0.0,-0.057978358,-0.035312746,0.07001508
2019-05-25,2019-05-26 16:30:00,0.0,-0.045156047,-0.07924474,0.04640468
2019-05-25,2019-05-26 16:45:00,0.0,-0.065706104,-0.024825823,0.050882425
2019-05-25,2019-05-26 17:00:00,0.0,-0.07957691,-0.016888455,0.04862158
2019-05-25,2019-05-26 17:15:00,0.0,-0.06803794,0.0017662154,0.0772067
2019-05-25,2019-05-26 17:30:00,0.0,-0.052992634,-0.044338718,0.010322504
2019-05-25,2019-05-26 17:45:00,0.0,-0.09115303,-0.050118014,0.0336614
2019-05-25,2019-05-26 18:00:00,0.0,-0.07270619,0.012254461,0.002844569
2019-05-25,2019-05-26 18:15:00,0.0,-0.10531305,-0.022052808,-0.022984555
2019-05-25,2019-05-26 18:30:00,0.0,-0.04259064,-0.014988728,-0.08987457
2019-05-25,2019-05-26 18:45:00,0.0,-0.08073256,-0.01254932,-0.16275351
2019-05-25,2019-05-26 19:00:00,0.0,-0.077200994,0.042948294,-0.17923024
2019-05-25,2019-05-26 19:15:00,0.0,-0.02727292,-0.067543715,-0.1959955
2019-05-25,2019-05-26 19:30:00,0.0,-0.027462127,-0.026601661,-0.21381982
2019-05-25,2019-05-26 19:45:00,0.0,-0.03510893,-0.015293525,-0.2164354
2019-05-25,2019-05-26 20:00:00,0.0,0.021272935,-0.10244543,-0.28369918
2019-05-25,2019-05-26 20:15:00,0.0,0.048795138,-0.13898359,-0.29474002
2019-05-25,2019-05-26 20:30:00,0.0,0.10642936,-0.12623644,-0.28206167
2019-05-25,2019-05-26 20:45:00,0.0,0.060872305,-0.18257128,-0.27120885
2019-05-25,2019-05-26 21:00:00,0.0,0.07566738,-0.1952954,-0.30641487
2019-05-25,2019-05-26 21:15:00,0.014062,0.073561,-0.15232453,-0.31380457
2019-05-25,2019-05-26 21:30:00,0.0210939999999999,0.16956198,-0.11801034,-0.3306359
2019-05-25,2019-05-26 21:45:00,0.175781,0.2587852,-0.15108806,-0.28461188
2019-05-25,2019-05-26 22:00:00,0.291797,0.39135522,-0.053864736,-0.18827136
2019-05-25,2019-05-26 22:15:00,0.467578,0.54579926,0.030927688,-0.18675685
2019-05-25,2019-05-26 22:30:00,0.569531,0.71885467,0.1338292,-0.08184984
2019-05-25,2019-05-26 22:45:00,1.030078,0.91379756,0.23647563,0.13621677
2019-05-25,2019-05-26 23:00:00,1.395703,1.1216625,0.38216415,0.24561661
2019-05-25,2019-05-26 23:15:00,1.427344,1.2966135,0.46161002,0.47753015
2019-05-25,2019-05-26 23:30:00,1.85625,1.4825461,0.5657243,0.7006407
2019-05-25,2019-05-26 23:45:00,2.158594,1.7221673,0.7059262,0.82162756
2019-05-26,2019-05-27 00:00:00,1.887891,1.6019068,1.5912166,1.722514
2019-05-26,2019-05-27 00:15:00,1.863281,1.8214597,1.6922278,1.8852412
2019-05-26,2019-05-27 00:30:00,2.7,2.098463,1.8668311,2.1324928
2019-05-26,2019-05-27 00:45:00,2.939062,2.3335052,1.9772602,2.2495944
2019-05-26,2019-05-27 01:00:00,3.550781,2.5419226,2.0934017,2.50787
2019-05-26,2019-05-27 01:15:00,3.842578,2.7437143,2.250352,2.60298
2019-05-26,2019-05-27 01:30:00,3.842578,2.853745,2.351241,2.8115916
2019-05-26,2019-05-27 01:45:00,4.232812,3.008438,2.3784215,2.93116
2019-05-26,2019-05-27 02:00:00,4.545703,3.1884322,2.4383051,3.0124164
2019-05-26,2019-05-27 02:15:00,4.682812,3.334117,2.5004005,3.0910704
2019-05-26,2019-05-27 02:30:00,4.633594,3.3250148,2.519501,3.1544292
2019-05-26,2019-05-27 02:45:00,4.7390620000000006,3.3939583,2.482355,3.187109
2019-05-26,2019-05-27 03:00:00,4.900780999999999,3.4753082,2.4851992,3.2236063
2019-05-26,2019-05-27 03:15:00,4.964062,3.5118945,2.4627154,3.168128
2019-05-26,2019-05-27 03:30:00,4.925391,3.4867594,2.5225677,3.1177046
2019-05-26,2019-05-27 03:45:00,4.865625,3.512382,2.5305188,3.082306
2019-05-26,2019-05-27 04:00:00,4.798828,3.4630504,2.5847967,2.9864562
2019-05-26,2019-05-27 04:15:00,4.616015,3.4739428,2.5708373,2.9598932
2019-05-26,2019-05-27 04:30:00,4.503516,3.4862342,2.5412064,2.9185221
2019-05-26,2019-05-27 04:45:00,4.3875,3.4303207,2.5479298,2.8760278
2019-05-26,2019-05-27 05:00:00,4.2785150000000005,3.43004,2.498867,2.7582936
2019-05-26,2019-05-27 05:15:00,4.362891,3.3665345,2.4493957,2.7905314
2019-05-26,2019-05-27 05:30:00,4.187109,3.3729365,2.4972165,2.733247
2019-05-26,2019-05-27 05:45:00,4.169531,3.3207755,2.3786457,2.6818202
2019-05-26,2019-05-27 06:00:00,3.941015,3.254724,2.3855598,2.6011734
2019-05-26,2019-05-27 06:15:00,3.642187,3.238655,2.3197646,2.4867818
2019-05-26,2019-05-27 06:30:00,3.476953,3.188389,2.2457385,2.3853881
2019-05-26,2019-05-27 06:45:00,2.728125,3.1560354,2.1831038,2.2799308
2019-05-26,2019-05-27 07:00:00,1.219922,3.087683,2.0636413,2.191776
2019-05-26,2019-05-27 07:15:00,3.888281,2.934292,1.9450926,2.078707
2019-05-26,2019-05-27 07:30:00,3.592969,2.9083366,1.8442925,1.9268898
2019-05-26,2019-05-27 07:45:00,3.469922,2.7074647,1.7110841,1.7785189
2019-05-26,2019-05-27 08:00:00,2.5101560000000003,2.418348,1.5917608,1.5927166
2019-05-26,2019-05-27 08:15:00,2.017969,2.2441585,1.442805,1.4159058
2019-05-26,2019-05-27 08:30:00,2.169141,1.9581021,1.2670207,1.2188959
2019-05-26,2019-05-27 08:45:00,2.211328,1.7314175,1.1714294,1.0221516
2019-05-26,2019-05-27 09:00:00,0.935156,1.4038353,1.0172784,0.8478919
2019-05-26,2019-05-27 09:15:00,1.40625,1.1885977,0.8323629,0.7030829
2019-05-26,2019-05-27 09:30:00,1.086328,0.9747649,0.72485876,0.5513314
2019-05-26,2019-05-27 09:45:00,0.952734,0.7443739,0.5879434,0.40486023
2019-05-26,2019-05-27 10:00:00,0.643359,0.5062845,0.46417218,0.3095767
2019-05-26,2019-05-27 10:15:00,0.587109,0.3867839,0.39606187,0.201303
2019-05-26,2019-05-27 10:30:00,0.485156,0.25780612,0.31727389,0.16722485
2019-05-26,2019-05-27 10:45:00,0.407813,0.203993,0.25739947,0.09102013
2019-05-26,2019-05-27 11:00:00,0.200391,0.120484464,0.19208783,0.07090618
2019-05-26,2019-05-27 11:15:00,0.007031,0.06300235,0.16120672,0.054838937
2019-05-26,2019-05-27 11:30:00,0.0,0.023297077,0.09863043,0.067714565
2019-05-26,2019-05-27 11:45:00,0.0,0.045664597,0.09527424,0.034421705
2019-05-26,2019-05-27 12:00:00,0.0,-0.04615319,0.075716265,0.04638266
2019-05-26,2019-05-27 12:15:00,0.0,-0.016934419,0.0748644,0.04324377
2019-05-26,2019-05-27 12:30:00,0.0,-0.0050724656,0.096981674,0.117968045
2019-05-26,2019-05-27 12:45:00,0.0,-0.010891308,0.064243264,0.118786305
2019-05-26,2019-05-27 13:00:00,0.0,-0.072279304,0.11004514,0.11624989
2019-05-26,2019-05-27 13:15:00,0.0,-0.044245813,0.1225681,0.13604173
2019-05-26,2019-05-27 13:30:00,0.0,-0.06869836,0.10408975,0.10467308
2019-05-26,2019-05-27 13:45:00,0.0,-0.030856252,0.10089999,0.07435598
2019-05-26,2019-05-27 14:00:00,0.0,-0.05127261,0.11635661,0.09530777
2019-05-26,2019-05-27 14:15:00,0.0,-0.05837611,0.10791669,0.08884154
2019-05-26,2019-05-27 14:30:00,0.0,-0.0713687,0.1217987,0.040401794
2019-05-26,2019-05-27 14:45:00,0.0,-0.080444224,0.11646617,0.056895785
2019-05-26,2019-05-27 15:00:00,0.0,-0.037450112,0.10622818,-0.001085596
2019-05-26,2019-05-27 15:15:00,0.0,-0.03139264,0.099771604,0.02071165
2019-05-26,2019-05-27 15:30:00,0.0,-0.0325571,0.09668245,-0.009523877
2019-05-26,2019-05-27 15:45:00,0.0,-0.05737337,0.084878005,-0.025092982
2019-05-26,2019-05-27 16:00:00,0.0,-0.082140505,0.08361658,0.008372194
2019-05-26,2019-05-27 16:15:00,0.0,-0.06431433,0.043421496,0.031435765
2019-05-26,2019-05-27 16:30:00,0.0,-0.04966933,0.05326275,0.020730065
2019-05-26,2019-05-27 16:45:00,0.0,-0.061764065,0.044755217,0.019284159
2019-05-26,2019-05-27 17:00:00,0.0,-0.06982578,0.07937871,0.0014447935
2019-05-26,2019-05-27 17:15:00,0.0,-0.066030696,0.08075015,0.051811006
2019-05-26,2019-05-27 17:30:00,0.0,-0.040057287,0.07028007,0.0029197808
2019-05-26,2019-05-27 17:45:00,0.0,-0.083524995,0.057554297,0.03010572
2019-05-26,2019-05-27 18:00:00,0.0,-0.07048476,0.07187694,0.039435044
2019-05-26,2019-05-27 18:15:00,0.0,-0.110463284,0.077017725,0.02267073
2019-05-26,2019-05-27 18:30:00,0.0,-0.056554407,0.06369745,0.00043648726
2019-05-26,2019-05-27 18:45:00,0.0,-0.11062834,0.04991917,-0.0021349494
2019-05-26,2019-05-27 19:00:00,0.0,-0.12162034,0.056834493,-0.018019423
2019-05-26,2019-05-27 19:15:00,0.0,-0.081119,0.026020255,-0.0008393911
2019-05-26,2019-05-27 19:30:00,0.0,-0.08976081,0.028406167,-0.018376064
2019-05-26,2019-05-27 19:45:00,0.0,-0.107241206,-0.0015298915,-0.018679904
2019-05-26,2019-05-27 20:00:00,0.0,-0.04297288,-0.03777857,-0.040618807
2019-05-26,2019-05-27 20:15:00,0.0,-0.0036369928,-0.05510285,-0.0057517476
2019-05-26,2019-05-27 20:30:00,0.0,0.057017714,-0.03360489,-0.010037638
2019-05-26,2019-05-27 20:45:00,0.0,0.0043575275,-0.070519984,-0.052331824
2019-05-26,2019-05-27 21:00:00,0.0,0.02659946,-0.055590715,-0.033511326
2019-05-26,2019-05-27 21:15:00,0.0421879999999999,0.0058644367,-0.058172315,-0.051346526
2019-05-26,2019-05-27 21:30:00,0.175781,0.093402825,-0.026520874,-0.010047201
2019-05-26,2019-05-27 21:45:00,0.225,0.17813195,-0.020257028,0.054120038
2019-05-26,2019-05-27 22:00:00,0.330469,0.3127476,0.08118149,0.115973346
2019-05-26,2019-05-27 22:15:00,0.478125,0.4558549,0.172473,0.19846469
2019-05-26,2019-05-27 22:30:00,0.703125,0.63958234,0.30371192,0.27398157
2019-05-26,2019-05-27 22:45:00,0.935156,0.8255479,0.42024404,0.47231352
2019-05-26,2019-05-27 23:00:00,1.226953,1.0519729,0.5471983,0.6095671
2019-05-26,2019-05-27 23:15:00,1.539844,1.2087556,0.6983068,0.80160904
2019-05-26,2019-05-27 23:30:00,1.85625,1.405036,0.8215693,0.9859681
2019-05-26,2019-05-27 23:45:00,2.123437,1.6481351,0.9854115,1.1901655
2019-05-27,2019-05-28 00:00:00,2.411719,2.2317793,2.3122895,2.1410663
2019-05-27,2019-05-28 00:15:00,2.6824220000000003,2.4700775,2.5176253,2.4022717
2019-05-27,2019-05-28 00:30:00,2.921484,2.772491,2.824121,2.6760645
2019-05-27,2019-05-28 00:45:00,3.164062,3.014647,3.008035,2.881659
2019-05-27,2019-05-28 01:00:00,3.371484,3.2730677,3.1747115,3.1541162
2019-05-27,2019-05-28 01:15:00,3.578906,3.483302,3.3629463,3.308457
2019-05-27,2019-05-28 01:30:00,3.719531,3.620909,3.5111487,3.5379982
2019-05-27,2019-05-28 01:45:00,3.895312,3.8004718,3.6307287,3.6614938
2019-05-27,2019-05-28 02:00:00,4.004297,3.975253,3.6617603,3.7672045
2019-05-27,2019-05-28 02:15:00,3.9375,4.1367683,3.7703545,3.830894
2019-05-27,2019-05-28 02:30:00,4.018358999999999,4.1103287,3.7481763,3.8963892
2019-05-27,2019-05-28 02:45:00,4.095703,4.1908183,3.7440608,3.8866937
2019-05-27,2019-05-28 03:00:00,4.130859,4.2705407,3.800482,3.904633
2019-05-27,2019-05-28 03:15:00,4.229297,4.2875295,3.7093563,3.8563948
2019-05-27,2019-05-28 03:30:00,4.257422,4.2823553,3.7854345,3.8235123
2019-05-27,2019-05-28 03:45:00,4.267969,4.275654,3.8382401,3.771018
2019-05-27,2019-05-28 04:00:00,4.215234,4.2553086,3.9323628,3.6791291
2019-05-27,2019-05-28 04:15:00,4.225781,4.265355,3.9127924,3.697208
2019-05-27,2019-05-28 04:30:00,4.123828,4.2692213,3.8918884,3.6874442
2019-05-27,2019-05-28 04:45:00,4.10625,4.206111,3.9370162,3.6665096
2019-05-27,2019-05-28 05:00:00,4.1625,4.17529,3.8575773,3.5490303
2019-05-27,2019-05-28 05:15:00,4.141406,4.0810876,3.7798345,3.6021214
2019-05-27,2019-05-28 05:30:00,4.123828,4.0675607,3.8338318,3.615916
2019-05-27,2019-05-28 05:45:00,4.088672,4.0235887,3.657052,3.5736575
2019-05-27,2019-05-28 06:00:00,4.011328,3.9003112,3.610436,3.4678183
2019-05-27,2019-05-28 06:15:00,3.969141000000001,3.8672729,3.5636911,3.3451574
2019-05-27,2019-05-28 06:30:00,3.979687,3.8119416,3.4517577,3.217933
2019-05-27,2019-05-28 06:45:00,3.846094,3.7914128,3.219743,3.0407674
2019-05-27,2019-05-28 07:00:00,3.761719,3.6962283,3.1145387,2.9060276
2019-05-27,2019-05-28 07:15:00,3.614062,3.5283587,2.8987665,2.6893482
2019-05-27,2019-05-28 07:30:00,3.4242190000000003,3.4868622,2.6748269,2.4642417
2019-05-27,2019-05-28 07:45:00,3.216797,3.267418,2.4607298,2.1938202
2019-05-27,2019-05-28 08:00:00,3.026953,2.9488735,2.2606337,1.9081485
2019-05-27,2019-05-28 08:15:00,2.770312,2.7376556,2.0055068,1.6285418
2019-05-27,2019-05-28 08:30:00,2.53125,2.400667,1.7749267,1.3441477
2019-05-27,2019-05-28 08:45:00,2.267578,2.1344535,1.5487279,1.093017
2019-05-27,2019-05-28 09:00:00,1.96875,1.7722746,1.4322962,0.8229306
2019-05-27,2019-05-28 09:15:00,1.6734369999999998,1.5161363,1.0911753,0.65709466
2019-05-27,2019-05-28 09:30:00,1.367578,1.2789259,0.9915682,0.46853054
2019-05-27,2019-05-28 09:45:00,1.06875,1.0092769,0.7521535,0.2947999
2019-05-27,2019-05-28 10:00:00,0.801562,0.71818286,0.6169447,0.22681248
2019-05-27,2019-05-28 10:15:00,0.548437,0.55077696,0.49711388,0.10102144
2019-05-27,2019-05-28 10:30:00,0.267188,0.39878356,0.3493565,0.11433306
2019-05-27,2019-05-28 10:45:00,0.158203,0.31967115,0.3458231,0.029037798
2019-05-27,2019-05-28 11:00:00,0.101953,0.2197433,0.21710226,0.029489335
2019-05-27,2019-05-28 11:15:00,0.014062,0.12777115,0.26481786,0.037625957
2019-05-27,2019-05-28 11:30:00,0.0,0.06360172,0.096077524,0.101240315
2019-05-27,2019-05-28 11:45:00,0.0,0.09163338,0.14548407,0.05985167
2019-05-27,2019-05-28 12:00:00,0.0,-0.03291712,0.14156283,0.08988424
2019-05-27,2019-05-28 12:15:00,0.0,0.0059293713,0.12952197,0.11221106
2019-05-27,2019-05-28 12:30:00,0.0,0.020247437,0.14800096,0.17105381
2019-05-27,2019-05-28 12:45:00,0.0,0.0096145915,0.12031208,0.17069185
2019-05-27,2019-05-28 13:00:00,0.0,-0.06342454,0.1649231,0.14543453
2019-05-27,2019-05-28 13:15:00,0.0,-0.025426358,0.11483258,0.17643735
2019-05-27,2019-05-28 13:30:00,0.0,-0.0103701865,0.06623908,0.07599197
2019-05-27,2019-05-28 13:45:00,0.0,-0.00756187,0.06330254,0.047120307
2019-05-27,2019-05-28 14:00:00,0.0,-0.0069695995,0.04874399,0.033639107
2019-05-27,2019-05-28 14:15:00,0.0,0.010363932,0.019067945,0.022061551
2019-05-27,2019-05-28 14:30:00,0.0,0.005598855,0.054667763,-0.015714098
2019-05-27,2019-05-28 14:45:00,0.0,-0.009413286,0.05929023,-0.022699602
2019-05-27,2019-05-28 15:00:00,0.0,0.055616435,-0.0139780855,-0.096306585
2019-05-27,2019-05-28 15:15:00,0.0,0.072933584,-0.017038878,-0.07005314
2019-05-27,2019-05-28 15:30:00,0.0,0.055297278,-0.053496085,-0.08329571
2019-05-27,2019-05-28 15:45:00,0.0,0.02340742,-0.05525277,-0.075881995
2019-05-27,2019-05-28 16:00:00,0.0,-0.019150423,-0.041024726,-0.027404537
2019-05-27,2019-05-28 16:15:00,0.0,-0.006070392,-0.09756629,0.03897852
2019-05-27,2019-05-28 16:30:00,0.0,0.018063283,-0.08118874,0.029562006
2019-05-27,2019-05-28 16:45:00,0.0,0.046903726,-0.086454876,-0.015300232
2019-05-27,2019-05-28 17:00:00,0.0,0.026954213,-0.017610079,0.042053346
2019-05-27,2019-05-28 17:15:00,0.0,0.06766365,-0.02463412,0.07552875
2019-05-27,2019-05-28 17:30:00,0.0,0.097707,-0.064279914,0.041009247
2019-05-27,2019-05-28 17:45:00,0.0,0.04213149,-0.0028547538,0.08222339
2019-05-27,2019-05-28 18:00:00,0.0,0.10620917,0.012299427,0.1035984
2019-05-27,2019-05-28 18:15:00,0.0,0.046949383,-0.004249941,0.067229524
2019-05-27,2019-05-28 18:30:00,0.0,0.102240935,-0.046851836,0.06679781
2019-05-27,2019-05-28 18:45:00,0.0,0.059142653,-0.048901666,0.02331004
2019-05-27,2019-05-28 19:00:00,0.0,0.0058443146,-0.057578236,0.030478856
2019-05-27,2019-05-28 19:15:00,0.0,0.071964055,-0.07010034,0.0296729
2019-05-27,2019-05-28 19:30:00,0.0,0.034914497,-0.08490169,-0.008061924
2019-05-27,2019-05-28 19:45:00,0.0,-0.020542812,-0.111172155,-0.000856638
2019-05-27,2019-05-28 20:00:00,0.0,0.017556604,-0.14004397,-0.11045204
2019-05-27,2019-05-28 20:15:00,0.0,0.05646581,-0.15223129,-0.078131795
2019-05-27,2019-05-28 20:30:00,0.0,0.08615719,-0.11985728,-0.13045412
2019-05-27,2019-05-28 20:45:00,0.0,0.0028581074,-0.1251062,-0.13720205
2019-05-27,2019-05-28 21:00:00,0.0,0.038767897,-0.104371496,-0.19422424
2019-05-27,2019-05-28 21:15:00,0.0035159999999999,0.011067635,-0.09256483,-0.1477946
2019-05-27,2019-05-28 21:30:00,0.077344,0.11572809,0.0032646297,-0.14947116
2019-05-27,2019-05-28 21:45:00,0.140625,0.22204997,-0.018556546,-0.07913248
2019-05-27,2019-05-28 22:00:00,0.256641,0.4276498,0.211128,0.036366552
2019-05-27,2019-05-28 22:15:00,0.39375,0.55709785,0.34774125,0.09112779
2019-05-27,2019-05-28 22:30:00,0.6082029999999999,0.76038265,0.49791193,0.241234
2019-05-27,2019-05-28 22:45:00,0.8507809999999999,1.0306729,0.7069357,0.53073937
2019-05-27,2019-05-28 23:00:00,1.107422,1.2716708,0.91401035,0.7003868
2019-05-27,2019-05-28 23:15:00,1.399219,1.4823134,1.1312734,0.9356326
2019-05-27,2019-05-28 23:30:00,1.6875,1.7040881,1.3599619,1.1995
2019-05-27,2019-05-28 23:45:00,1.979297,2.00065,1.5748177,1.4355634
2019-05-28,2019-05-29 00:00:00,2.264062,2.198963,2.3443923,2.458489
2019-05-28,2019-05-29 00:15:00,2.538281,2.4146414,2.5369315,2.720393
2019-05-28,2019-05-29 00:30:00,2.78789,2.7109623,2.9290123,3.059973
2019-05-28,2019-05-29 00:45:00,3.009375,2.9419863,3.2156808,3.2497072
2019-05-28,2019-05-29 01:00:00,3.223828,3.1658425,3.4345796,3.5851176
2019-05-28,2019-05-29 01:15:00,3.434766,3.3804455,3.7873404,3.7409317
2019-05-28,2019-05-29 01:30:00,3.6,3.4940054,3.9518223,4.019936
2019-05-28,2019-05-29 01:45:00,3.708984,3.6683285,4.0985017,4.1554055
